maize	scallion	guava	mushroom	cabbage	lentil	olive	raisin	persimmon	caraway	kohlrabi	cauliflower	eggplant	nectarine	okra	clementine	leek	pumpkin	horseradish	basil	spinach	grape	chickpea	strawberry	oregano	ginger	parsley	tomato	mustard	butternut	coconut	huckleberry	type
141	226	1	42	52	164	34	56	58	170	0	44	71	403	59	227	194	19	86	133	0	58	200	329	228	76	327	302	0	92	55	91	13
160	2	277	58	125	106	81	138	0	85	120	50	29	0	0	21	0	63	0	0	83	72	1	1	251	106	74	1	19	1	50	2	2
103	2	0	37	177	164	103	36	0	61	0	27	99	1	1	199	0	111	17	1	0	133	159	0	185	197	143	314	0	227	96	2	8
27	400	1	7	122	20	168	57	418	126	1	147	98	1	76	151	1	140	34	1	0	39	35	1	167	158	24	170	0	93	55	334	12
13	332	160	96	231	115	71	36	154	84	28	167	135	162	102	131	344	107	29	38	684	8	47	168	136	60	74	375	171	55	50	186	15
92	0	35	127	139	91	117	56	0	52	81	40	226	0	0	330	0	11	116	1	377	58	36	0	124	185	65	238	176	199	26	2	10
78	0	520	35	38	72	109	36	1	97	495	140	102	155	1	25	106	237	34	75	42	109	335	197	275	88	112	117	94	253	112	0	11
114	74	0	315	23	99	300	360	272	125	2	125	101	148	332	327	57	24	1	40	0	162	0	170	99	83	49	0	0	0	11	62	5
76	2	73	10	128	61	131	10	0	112	155	35	60	3	0	576	1	50	0	1	232	48	1	0	61	107	74	2	173	1	85	0	2
66	0	108	198	62	166	76	83	2	47	233	230	76	116	0	188	194	184	459	152	157	7	378	320	56	280	211	208	37	85	125	4	11
239	0	146	86	132	7	48	157	2	51	541	41	7	121	0	119	83	155	1	101	381	212	2	223	307	95	107	0	69	0	95	1	3
192	137	98	44	197	110	77	92	226	75	516	60	107	2	63	44	0	115	108	0	450	158	86	0	150	29	104	19	78	434	126	56	14
22	148	101	230	245	90	226	29	66	50	159	170	82	478	178	55	309	75	4	941	159	124	1	98	25	52	120	2	76	1	163	179	7
79	2	337	54	12	110	148	65	2	85	149	111	129	243	3	61	24	112	115	204	105	45	585	57	19	46	17	274	173	118	85	1	11
112	252	49	85	33	99	320	218	208	178	35	44	182	1	39	267	4	35	26	2	547	441	237	2	88	170	313	78	623	100	46	569	14
76	168	0	170	104	105	25	214	109	28	1	46	185	161	411	26	137	66	406	364	2	54	108	38	184	113	82	102	1	138	46	190	13
105	1	0	97	7	179	82	90	4	196	2	153	125	0	0	103	1	185	144	0	0	264	69	1	74	63	36	106	0	53	69	0	8
49	216	0	52	25	28	20	163	71	128	2	81	26	106	233	43	35	18	228	288	0	182	25	131	152	11	359	246	0	101	25	229	13
81	301	0	30	111	119	135	0	448	17	0	87	64	0	196	12	1	22	0	6	0	122	1	2	116	109	156	2	1	0	406	62	4
98	434	371	1	52	118	181	68	402	129	136	210	108	0	1	128	1	374	1	1	70	176	0	3	167	82	30	1	128	2	72	156	6
46	35	0	15	5	152	114	109	126	42	2	85	71	0	574	65	1	0	0	3	1	10	0	0	153	68	78	5	2	1	15	127	4
97	0	1	106	53	52	123	53	0	69	0	29	63	3	0	92	0	57	0	0	0	101	1	3	9	172	86	1	0	0	98	2	0
15	1	234	32	67	179	53	21	2	142	240	206	113	1	0	115	0	7	2	1	88	63	2	2	61	178	85	0	156	1	31	5	2
66	88	1	56	38	96	74	36	280	148	1	214	103	102	339	110	152	250	630	242	0	75	122	114	31	20	121	188	0	487	69	291	13
98	0	81	299	34	77	46	41	0	36	344	12	257	5	1	77	1	188	132	0	533	41	447	2	103	54	55	79	175	20	150	2	10
120	1	0	104	147	143	206	188	1	59	0	111	70	226	4	178	39	65	0	308	0	117	0	31	35	37	13	1	0	1	12	0	1
129	177	242	112	94	76	37	113	146	108	392	56	122	0	60	27	1	10	1	0	70	88	2	0	82	250	47	1	231	0	316	769	6
210	779	0	18	126	109	109	28	262	67	1	45	121	271	95	70	294	10	0	52	1	179	0	301	222	77	57	1	0	0	89	530	5
166	47	86	107	178	283	13	52	109	58	18	83	68	2	293	199	0	183	1	2	88	75	1	4	184	64	108	3	152	0	58	261	6
9	0	1	19	86	90	130	36	0	22	2	40	56	1	0	42	2	59	36	0	3	40	245	0	142	61	19	62	0	137	188	1	8
166	34	0	100	77	78	77	22	53	127	1	188	153	67	104	38	169	272	178	460	2	147	359	608	39	248	71	87	2	431	58	391	13
56	0	97	247	91	14	37	78	0	31	225	67	278	3	2	148	0	28	3	0	133	147	1	1	110	108	255	0	177	2	321	2	2
106	1	0	28	141	18	83	80	1	36	1	57	95	3	1	120	2	122	1	0	0	4	0	1	48	75	64	1	0	1	52	0	0
135	0	271	47	61	336	16	90	1	194	143	74	100	323	2	58	252	42	61	383	165	54	27	234	255	226	32	217	384	160	119	0	11
15	0	3	213	70	30	96	79	0	199	0	32	16	0	1	131	5	189	211	2	0	36	444	0	145	134	263	30	0	86	36	0	8
29	1	144	2	118	25	121	57	0	47	133	79	209	2	1	59	0	147	215	0	106	89	149	0	123	112	49	383	133	283	169	3	10
65	1	1	40	212	123	199	133	1	46	1	54	157	64	0	37	165	27	1	179	2	101	1	24	176	58	137	0	0	1	133	4	1
191	394	180	133	61	162	135	62	124	366	143	52	135	216	243	70	465	51	233	61	104	166	371	136	90	52	59	163	118	79	33	460	15
132	240	0	49	155	21	67	9	43	101	0	65	102	3	19	190	3	93	228	0	0	50	283	1	145	280	32	204	1	368	135	446	12
113	0	0	165	41	357	132	186	0	75	0	133	86	1	0	202	0	102	0	0	0	35	4	1	130	98	210	0	0	2	125	2	0
152	3	0	149	114	78	15	16	1	14	2	111	50	100	1	50	54	55	1	171	1	205	0	106	61	143	95	2	0	4	98	0	1
13	0	0	41	48	146	19	29	1	15	1	42	15	0	3	378	0	240	0	1	2	21	0	1	85	240	46	3	2	0	10	0	0
108	1	31	115	48	26	166	73	0	116	374	8	59	312	1	139	104	46	182	125	110	136	284	183	89	0	33	597	273	160	241	2	11
231	0	0	26	152	171	62	123	0	32	1	45	99	283	1	207	73	55	1	17	1	119	0	81	69	160	115	0	0	3	133	0	1
113	0	1	65	419	94	111	157	0	125	3	8	61	0	1	87	2	291	0	0	0	7	1	0	60	49	1	2	3	2	36	0	0
243	114	220	19	69	110	148	186	39	157	143	230	144	104	110	87	91	19	0	401	37	110	0	117	100	32	48	0	51	0	120	424	7
134	0	0	59	62	78	58	93	1	40	1	127	67	2	1	6	2	82	87	2	1	127	67	0	170	105	61	182	1	608	30	0	8
161	1	118	60	92	73	45	108	2	74	148	6	177	195	1	26	327	73	0	146	180	24	0	40	119	135	102	0	27	1	44	0	3
77	28	51	430	301	132	87	37	447	108	113	341	112	1	248	81	0	201	0	2	201	95	1	1	16	32	58	1	407	1	119	30	6
177	0	0	25	136	97	97	167	1	40	1	41	35	0	0	143	1	150	595	1	2	137	668	0	23	85	298	195	0	307	68	1	8
82	0	0	22	399	261	132	111	1	30	1	155	17	1	1	201	0	92	56	1	2	61	64	0	158	53	87	424	0	287	3	0	8
336	21	1	12	108	46	73	2	81	153	0	192	185	1	243	17	3	50	170	0	1	108	96	0	192	21	180	62	1	387	117	187	12
14	290	231	122	122	49	97	83	72	53	233	188	103	624	13	118	199	121	1	234	62	16	0	116	56	171	83	0	81	0	6	331	7
47	0	267	66	21	357	80	127	0	30	195	89	37	2	1	84	1	63	0	2	188	276	0	0	7	280	41	0	89	1	79	4	2
173	143	0	57	118	48	8	44	49	269	1	78	134	261	22	106	299	23	1	27	2	65	1	176	84	167	107	0	0	1	114	85	5
220	3	275	114	61	36	244	67	1	13	158	22	144	0	1	105	1	180	115	2	94	159	16	0	129	48	72	303	323	141	77	1	10
103	5	1194	129	100	240	43	13	1	14	101	128	41	0	1	104	2	104	1	2	29	336	0	1	239	143	138	2	146	0	31	4	2
118	1	34	41	91	83	161	90	0	55	362	166	187	0	5	68	0	43	2	0	367	257	0	0	42	23	64	4	250	3	53	0	2
75	56	2	72	8	41	90	25	36	76	1	12	12	382	136	52	128	56	64	114	4	33	77	128	131	27	58	292	0	54	159	401	13
109	573	3	93	40	82	106	22	67	15	0	256	155	195	77	47	129	167	150	181	3	68	177	26	162	42	5	186	2	98	131	314	13
39	315	3	168	86	242	142	179	34	119	2	62	48	475	94	9	12	138	122	430	1	83	310	238	56	0	108	37	0	258	132	74	13
119	40	150	79	61	31	154	39	218	117	233	23	9	1	594	6	1	109	485	2	31	42	222	0	65	49	188	124	552	247	57	365	14
95	0	305	169	65	26	37	55	3	59	101	163	19	24	0	43	81	50	186	161	392	20	369	47	150	256	62	136	29	140	77	2	11
76	126	1	230	105	9	124	50	255	42	3	42	205	225	64	228	71	24	1	18	1	50	3	191	86	27	95	0	3	4	12	50	5
58	88	51	97	16	113	82	73	41	182	786	42	187	0	127	75	0	223	2	2	22	217	0	0	92	125	36	0	33	1	146	32	6
207	1	0	42	528	51	188	152	5	20	2	61	27	2	1	108	0	81	1	2	0	150	0	2	68	53	114	0	3	1	87	1	0
61	1	4	74	179	37	106	16	0	21	0	42	116	35	1	70	69	224	1	200	2	84	2	225	109	147	157	1	1	0	180	2	1
85	2	1	180	48	108	343	182	0	53	3	18	153	102	3	257	235	30	0	147	2	13	1	41	64	127	172	1	0	1	66	0	1
135	288	109	219	94	119	39	70	36	49	280	123	136	4	14	79	0	168	553	1	58	38	26	2	9	18	124	79	181	47	87	44	14
152	87	0	137	59	116	313	14	20	124	0	26	136	0	132	140	0	49	153	0	0	123	488	0	11	134	67	219	1	35	125	109	12
40	0	0	13	111	112	21	83	0	113	1	168	20	260	0	9	129	149	0	330	1	105	7	45	14	98	147	1	0	0	149	1	1
91	218	3	100	342	56	97	58	65	44	3	20	147	2	106	214	1	97	0	2	1	22	4	0	135	8	79	0	1	1	125	15	4
35	66	82	13	82	215	333	124	263	78	251	63	39	0	1310	38	0	87	0	0	79	81	2	2	65	19	53	3	61	2	165	186	6
86	0	220	234	53	25	216	9	1	17	45	84	45	148	1	72	51	112	99	14	88	91	165	191	84	179	272	104	142	50	49	1	11
122	74	441	129	151	176	117	156	509	85	309	81	87	0	396	55	2	237	99	1	121	183	311	1	58	144	7	347	145	300	32	43	14
128	1	0	34	111	85	46	15	3	263	1	82	62	0	2	39	2	146	0	2	1	110	0	0	267	189	23	2	1	1	320	0	0
33	0	132	73	134	102	57	27	0	38	15	215	513	0	0	80	1	62	112	1	71	11	73	2	110	143	68	140	107	488	34	0	10
19	0	278	97	29	53	148	119	0	152	235	20	161	2	2	20	1	110	540	1	89	177	59	3	160	102	240	59	245	37	145	3	10
40	56	591	124	95	117	65	167	215	186	22	151	49	384	711	177	406	31	70	249	143	65	312	163	77	6	65	290	344	454	11	125	15
108	29	147	165	42	16	79	191	446	160	263	151	227	144	261	83	64	590	64	37	308	30	143	340	38	142	118	79	961	215	61	464	15
134	0	0	28	146	140	84	70	1	57	0	31	145	225	2	129	211	91	4	52	2	73	0	87	37	139	73	0	0	1	104	3	1
38	0	117	23	15	16	98	26	1	260	176	262	78	0	0	88	1	130	4	0	61	19	1	1	66	47	58	6	71	1	69	0	2
266	2	1	81	94	84	121	70	1	4	3	65	135	118	0	163	93	83	162	160	0	185	348	81	16	138	2	22	0	214	40	1	9
121	134	2	172	93	15	57	236	51	143	4	10	248	0	59	74	4	102	0	3	0	111	0	0	108	298	4	0	0	0	167	151	4
275	0	0	67	22	76	40	63	2	5	2	42	79	0	0	130	1	38	100	0	0	69	176	0	43	21	54	94	3	465	24	0	8
28	0	2	102	39	128	89	26	3	137	0	46	16	3	2	227	0	16	187	0	0	119	400	3	84	204	188	111	1	104	46	1	8
273	271	0	63	132	73	237	138	222	130	1	47	100	491	162	286	212	66	1	73	0	51	0	279	48	43	241	0	3	0	75	117	5
148	159	116	83	20	69	184	126	284	25	397	61	108	2	186	102	0	275	0	0	59	210	1	0	68	59	25	0	81	0	36	443	6
37	87	0	47	60	63	87	18	652	83	2	35	179	1	71	88	0	49	0	2	0	46	1	0	169	64	89	0	1	0	58	35	4
42	1	166	244	110	114	249	83	1	78	215	69	105	0	2	43	0	119	0	1	21	79	0	2	252	63	80	0	373	0	46	0	2
83	0	2	220	26	206	167	62	2	108	463	180	115	1	3	50	1	48	1	1	295	157	1	0	69	57	80	0	120	0	115	1	2
136	1	55	18	219	72	89	8	0	210	232	34	228	0	0	77	1	33	638	0	274	256	74	1	16	204	27	183	127	175	314	0	10
42	0	1	23	112	207	28	163	7	62	1	85	29	65	0	256	475	66	132	24	1	216	137	137	100	294	56	320	0	139	113	1	9
66	45	0	12	50	98	14	34	200	90	0	79	49	2	151	58	0	244	213	1	1	179	483	4	166	55	277	198	0	133	262	13	12
56	2	7	66	16	22	50	141	0	72	195	166	52	211	0	71	65	55	5	16	41	107	189	24	6	63	171	223	91	412	79	0	11
56	1	92	79	51	51	160	21	2	101	265	268	38	0	0	197	1	104	0	1	234	55	0	4	159	126	81	0	94	2	52	1	2
76	0	0	9	16	42	16	30	0	63	0	157	128	478	0	50	14	20	121	322	2	44	92	89	235	71	23	426	0	72	58	1	9
49	2	4	159	67	216	139	271	1	10	2	30	79	2	0	104	1	50	109	1	0	80	198	0	42	143	47	38	2	293	88	1	8
71	0	1287	22	80	46	12	54	3	21	33	142	73	2	0	30	1	154	459	0	144	114	128	0	149	48	34	51	345	601	164	2	10
197	0	866	36	105	303	284	153	0	19	420	182	130	8	1	25	2	247	0	1	69	138	1	7	220	91	152	0	399	1	113	3	2
83	453	31	30	120	82	148	58	196	88	256	91	299	1	94	20	0	100	209	0	12	102	126	4	44	55	116	529	108	89	39	45	14
104	0	0	131	39	23	314	24	1	318	0	202	319	103	1	104	243	95	2	242	0	101	4	185	84	56	5	1	1	0	69	0	1
219	0	1	58	211	71	126	72	1	43	0	92	12	0	0	53	0	39	340	0	0	53	21	1	62	207	206	34	1	12	59	1	8
60	0	80	136	39	94	10	24	1	73	119	30	147	717	0	43	181	162	69	123	37	43	126	66	134	146	4	120	574	157	74	0	11
64	138	0	17	292	26	148	46	90	155	1	37	87	413	234	225	187	421	75	193	0	137	209	243	121	132	37	219	4	63	21	236	13
193	259	90	264	407	111	68	68	73	61	103	110	89	4	66	7	1	45	45	0	207	26	236	3	94	180	11	342	202	561	274	228	14
45	138	238	110	40	111	12	80	518	239	305	208	269	3	172	99	1	59	512	0	206	141	195	2	145	123	49	107	137	105	116	255	14
32	2	154	89	32	147	192	66	1	146	128	156	30	2	2	224	0	125	0	0	118	217	1	1	167	68	43	2	368	2	248	2	2
27	0	0	46	71	110	25	10	1	173	2	71	184	0	0	116	0	129	97	0	1	150	252	4	276	193	160	251	0	147	88	2	8
214	207	79	54	14	191	82	16	276	216	276	80	32	2	382	202	0	53	130	1	104	210	151	2	59	46	12	211	204	403	21	102	14
206	0	129	70	53	1	119	137	0	31	430	11	63	112	0	59	431	151	810	99	283	79	134	200	131	72	91	128	199	27	99	2	11
85	194	611	329	21	211	175	147	118	34	151	37	106	0	187	6	0	138	2	0	242	39	1	0	354	134	5	0	264	4	136	484	6
120	0	102	27	7	46	81	123	0	161	73	163	173	1	0	63	0	15	57	0	366	131	103	3	85	36	68	151	160	129	63	1	10
71	477	156	86	158	105	57	331	102	106	106	66	56	0	55	105	0	91	1	0	32	130	1	2	54	71	22	0	215	2	277	283	6
43	4	1	149	243	23	181	77	2	113	1	89	6	1	0	59	1	82	11	2	0	21	444	0	17	108	259	248	1	157	281	4	8
250	347	68	201	70	40	161	123	97	89	514	24	40	0	204	72	0	61	281	1	266	65	413	0	98	3	103	119	268	143	88	130	14
63	160	116	51	91	9	107	106	9	224	75	13	270	0	107	380	1	181	241	1	40	48	547	0	97	82	35	378	195	70	208	607	14
64	0	606	238	120	51	131	193	0	47	143	24	33	415	0	7	383	190	1	110	333	21	1	193	69	41	316	0	98	2	179	0	3
161	2	0	79	28	52	59	135	1	165	1	316	8	191	0	90	353	53	102	109	0	104	58	226	106	359	61	382	1	63	127	1	9
70	1	19	180	47	75	11	93	0	90	418	23	157	0	0	25	0	189	53	0	103	65	143	3	95	65	116	96	5	66	27	0	10
33	108	2	38	69	77	47	2	320	104	0	29	31	0	79	131	1	100	323	0	0	192	148	0	26	85	31	192	1	63	311	110	12
63	141	1	99	174	205	37	48	164	145	0	43	60	22	209	99	66	158	0	40	0	46	1	74	107	203	37	1	1	0	57	193	5
241	476	0	57	155	44	93	224	11	64	0	157	130	115	310	44	184	154	2	193	0	19	1	139	34	34	143	2	0	1	51	227	5
18	34	97	14	115	35	202	64	344	150	159	195	69	370	151	62	71	25	1	0	321	105	1	205	29	70	50	2	57	0	60	240	7
99	1	0	84	241	104	78	10	5	97	5	74	101	0	0	1	0	4	53	1	1	125	163	0	11	51	74	106	2	133	76	0	8
48	0	1	56	154	150	180	314	1	122	0	31	150	3	1	53	0	74	36	0	1	19	181	1	133	148	84	243	3	187	69	1	8
222	0	1	42	222	22	34	57	1	75	1	83	30	65	1	132	29	149	0	192	0	38	0	287	85	38	64	1	0	1	130	0	1
53	3	0	403	27	115	67	21	0	20	1	170	129	0	1	37	0	132	96	1	0	71	61	0	123	49	56	35	0	611	77	2	8
14	38	363	50	190	157	127	17	59	199	369	59	115	141	251	66	294	71	390	417	13	31	558	238	16	59	19	211	144	79	268	136	15
103	1	108	81	20	75	22	60	0	27	606	229	88	0	1	125	0	24	3	1	168	193	0	0	94	107	87	3	470	1	92	0	2
29	325	0	125	219	35	204	55	417	200	0	141	21	0	217	183	1	154	386	2	4	61	185	1	12	15	38	23	3	211	58	799	12
79	0	18	84	166	84	77	107	1	173	127	96	81	280	4	362	291	227	270	74	135	166	939	124	142	194	56	172	12	97	148	3	11
47	38	1	44	22	79	50	125	454	286	0	116	17	96	150	177	86	86	50	238	0	36	151	158	16	15	124	167	1	55	122	131	13
159	455	1	253	249	111	25	88	171	6	1	90	106	113	132	22	38	102	264	110	0	75	137	187	91	41	39	222	1	170	90	434	13
99	1	2	71	141	135	129	366	1	1	0	268	202	6	0	36	0	100	1	4	1	49	0	0	42	290	96	2	3	2	47	0	0
70	1	107	138	24	67	97	82	2	186	36	93	43	0	0	38	1	30	641	0	287	78	48	0	147	114	41	11	387	48	14	1	10
120	1	214	122	76	70	59	8	2	208	189	81	93	1	3	33	0	69	264	1	187	101	277	1	57	12	69	67	238	63	50	1	10
30	3	0	26	66	84	210	71	0	109	1	146	195	1	0	159	0	27	96	1	0	49	59	4	117	198	86	61	0	211	418	2	8
45	3	0	167	14	139	114	115	0	239	2	264	160	4	2	39	0	110	57	0	0	140	114	2	57	153	13	2	0	62	95	1	8
29	1	316	55	93	101	116	55	1	12	304	119	95	54	3	167	167	146	226	185	1817	148	63	73	131	32	187	406	612	156	32	0	11
74	0	54	85	81	149	75	92	1	115	96	211	116	1	0	63	1	108	140	2	118	111	144	0	29	161	42	534	17	317	192	0	10
170	4	0	154	49	124	47	60	0	67	1	74	84	0	3	78	1	133	181	0	5	119	49	2	42	109	99	27	1	148	91	2	8
46	2	0	135	124	24	128	159	1	85	1	173	189	0	0	96	2	180	37	1	0	23	281	1	66	92	128	349	0	409	70	1	8
114	0	3	15	202	84	64	172	2	39	1	447	30	0	2	70	0	42	0	0	0	67	5	1	48	137	133	2	0	0	75	0	0
22	2	3	198	93	17	174	15	1	28	0	89	35	189	2	39	87	60	80	128	0	141	81	46	31	36	92	25	0	109	111	1	9
88	3	0	69	52	53	22	48	1	133	1	31	117	0	0	147	0	17	0	2	2	105	0	0	69	467	181	2	2	2	176	1	0
18	4	4	86	57	251	102	204	0	53	1	26	89	306	1	77	127	108	2	157	0	25	1	147	202	38	51	0	3	7	53	0	1
34	2	3	41	199	26	36	111	0	44	0	47	76	40	0	64	382	43	93	422	0	88	25	242	8	104	100	178	0	5	58	0	9
42	86	241	55	179	7	130	171	202	113	127	200	76	0	19	66	0	130	1	0	93	33	3	1	25	55	107	2	49	0	159	199	6
131	99	0	102	135	18	77	104	27	56	1	71	120	189	92	30	9	169	0	110	1	59	1	145	58	33	62	2	0	0	76	32	5
105	186	3	77	126	77	28	54	142	54	0	209	86	109	198	87	271	74	0	166	0	170	3	290	114	125	79	0	2	1	45	343	5
86	1	279	33	107	86	28	232	0	202	91	70	101	1	0	97	0	53	0	0	132	52	1	0	58	75	354	2	113	0	50	0	2
143	1	178	136	75	52	56	108	0	73	59	283	97	1	0	63	0	116	2	2	204	43	0	0	137	125	9	1	607	1	20	0	2
0	0	0	62	110	26	254	20	2	112	1	131	95	55	0	63	232	83	154	24	4	51	103	116	38	54	41	335	1	185	95	0	9
98	41	2	117	139	41	32	62	108	128	1	101	377	4	266	196	2	42	196	1	2	175	352	1	93	33	237	72	0	77	38	242	12
9	1	165	170	20	26	172	124	2	133	24	28	174	2	0	162	2	40	0	5	138	117	0	2	45	104	15	1	69	1	153	0	2
98	63	0	61	50	241	285	31	168	48	0	21	69	0	233	47	1	74	242	5	2	82	172	0	298	110	95	81	1	371	222	101	12
270	235	99	46	78	266	281	34	350	52	128	41	191	1	152	11	1	71	1	0	471	150	1	2	147	123	31	1	37	1	145	440	6
38	0	2	166	45	140	105	89	0	110	0	175	46	1	0	65	1	51	1	0	0	92	2	4	216	93	18	2	2	0	57	1	0
47	0	32	49	42	152	74	41	3	197	32	157	111	82	5	32	722	80	0	69	336	56	0	314	120	40	195	1	407	0	104	0	3
193	143	2	6	66	281	32	138	193	31	4	85	112	711	212	169	238	54	140	280	3	63	130	131	200	65	165	219	0	184	47	395	13
173	0	1	120	72	47	43	84	0	31	0	75	68	0	0	10	2	5	124	1	0	54	68	0	115	215	90	58	1	193	56	0	8
134	0	52	75	262	143	245	24	1	133	364	149	12	4	2	14	0	113	463	0	116	66	185	0	242	16	5	22	351	253	59	1	10
65	3	2	98	32	149	635	154	2	189	4	122	13	0	0	367	0	132	0	0	3	5	0	6	21	246	69	2	1	1	270	0	0
5	1015	0	107	36	31	154	130	518	58	0	23	122	178	139	117	146	475	174	275	1	26	42	209	17	13	150	64	4	216	11	180	13
125	0	0	28	95	15	87	21	2	7	1	6	35	114	2	16	150	99	193	111	0	215	127	52	16	126	10	27	1	309	36	0	9
92	2	3	23	47	113	56	170	0	73	4	56	170	0	1	58	0	148	3	6	1	80	0	0	79	104	47	0	0	2	125	3	0
124	142	187	67	41	78	98	28	334	31	72	8	206	209	82	146	32	185	1	635	66	186	2	75	71	221	13	3	263	0	88	467	7
16	247	1	48	29	79	57	66	324	51	0	181	175	48	103	248	386	101	1	367	0	181	0	142	37	361	223	0	7	1	166	132	5
173	451	0	250	307	104	11	131	148	27	1	80	147	0	119	54	0	243	142	0	1	59	173	0	181	82	157	239	0	299	243	152	12
14	81	0	1	31	45	220	72	198	162	1	71	63	0	43	156	2	169	0	2	4	91	1	1	125	47	26	1	1	2	122	286	4
148	514	264	138	77	28	121	24	95	15	138	43	64	0	111	266	1	7	1	1	199	98	0	0	53	123	8	0	165	0	44	787	6
53	4	1	141	90	51	103	16	0	150	2	226	48	1	2	79	0	70	1	2	0	83	0	1	55	173	123	0	2	2	58	0	0
10	1	1	63	109	29	69	59	1	39	0	275	75	162	4	101	106	79	2	45	0	92	0	202	41	216	96	3	0	0	104	0	1
54	255	0	23	107	75	11	454	174	70	0	70	109	259	78	51	218	98	127	279	1	89	190	136	31	24	60	193	2	201	112	118	13
130	1	0	31	39	139	149	166	0	51	6	62	68	3	0	23	0	31	210	4	3	63	362	0	42	122	71	206	0	301	258	1	8
26	390	0	112	48	221	144	69	484	73	0	57	102	139	343	90	181	212	0	631	3	18	1	100	69	5	40	2	0	0	13	524	5
168	0	97	80	143	107	75	111	0	12	58	12	269	168	1	83	22	39	1	75	251	109	3	334	50	48	115	3	88	1	97	0	3
121	106	310	205	78	92	203	68	206	123	163	47	19	78	100	73	178	122	139	224	56	143	185	298	64	70	107	148	196	40	180	166	15
44	0	321	78	267	25	169	51	2	148	65	72	42	1	0	163	1	124	91	0	261	88	136	0	27	76	3	92	236	55	47	0	10
151	256	1	56	232	80	90	135	225	94	4	43	119	0	36	7	0	147	0	3	1	308	2	1	122	63	213	0	0	1	16	255	4
16	1	0	256	74	316	23	151	0	70	0	27	130	1	0	226	2	92	0	1	0	156	2	0	30	52	249	1	0	2	20	2	0
63	38	0	109	75	36	50	274	190	121	4	22	8	0	137	45	0	37	617	0	3	35	203	1	49	80	122	297	2	177	23	82	12
107	0	0	25	75	175	51	20	1	37	0	90	13	1	0	104	0	5	1	0	0	214	1	1	116	58	86	1	0	1	65	2	0
15	270	75	64	122	252	235	148	365	40	87	19	114	1	270	131	0	23	11	1	52	93	540	4	198	240	51	165	78	99	109	326	14
118	189	41	345	566	51	124	106	77	39	170	68	66	270	81	34	15	52	260	58	120	204	88	35	108	119	8	1023	422	398	95	71	15
194	280	243	74	114	81	81	196	144	118	424	81	85	142	213	207	88	87	351	7	373	48	134	121	102	189	133	207	80	235	55	347	15
94	1	162	198	23	142	25	117	2	127	9	32	65	0	4	217	0	97	354	4	15	82	17	1	19	37	100	70	250	115	83	1	10
107	4	0	226	82	107	156	37	2	48	0	60	29	1	0	189	0	112	2	2	0	70	1	1	100	113	49	0	1	1	33	0	0
107	0	3	136	38	47	46	137	0	23	1	88	95	132	2	140	236	133	295	28	2	41	238	125	30	482	58	48	0	93	94	0	9
62	1	11	168	55	16	27	159	0	78	119	100	144	1	1	128	0	423	506	1	269	26	72	4	18	17	76	108	183	212	143	0	10
85	1	295	26	145	125	179	43	1	315	104	144	130	316	1	274	95	101	292	146	150	14	48	57	13	129	48	223	330	72	57	0	11
312	0	0	36	84	178	195	82	0	369	1	23	26	494	2	18	69	163	31	224	1	99	339	18	120	112	100	152	0	94	33	3	9
134	0	1	78	136	81	128	116	1	207	0	130	113	93	0	101	223	180	1	133	1	13	3	737	56	102	36	0	0	0	367	0	1
97	14	256	74	135	76	15	219	265	101	315	167	186	41	60	132	56	183	67	290	535	80	153	524	97	134	85	288	243	29	91	96	15
141	0	0	92	118	185	140	135	2	53	4	178	45	0	1	128	0	87	1	0	1	24	3	0	71	86	63	3	1	2	173	0	0
14	74	219	221	233	51	40	81	490	151	73	124	48	0	325	130	0	99	156	0	155	98	543	0	20	155	22	239	141	42	73	400	14
246	0	26	67	74	167	149	114	2	37	113	225	107	0	0	75	2	102	202	2	46	125	97	0	291	44	111	375	79	226	249	1	10
183	4	0	43	48	108	57	11	3	111	0	94	50	205	2	102	87	9	0	134	4	105	2	28	149	29	4	0	2	1	118	1	1
168	95	91	34	28	240	281	61	330	76	290	124	167	66	59	54	488	143	62	774	157	75	196	228	104	51	11	153	761	219	126	239	15
63	2	2	139	361	46	149	3	0	44	1	29	25	1	1	91	0	213	124	1	4	169	63	0	41	40	15	146	1	170	25	0	8
127	289	267	118	45	185	60	5	315	148	117	115	57	0	63	298	0	134	178	3	53	78	77	0	276	109	31	389	383	163	43	24	14
85	286	1	63	20	63	88	135	229	112	0	27	45	2	156	7	1	64	239	2	0	217	641	2	50	121	34	107	0	613	79	294	12
57	0	81	179	62	154	31	48	0	9	205	39	135	0	0	44	2	24	0	1	93	112	0	1	199	116	123	1	43	0	123	0	2
112	4	344	186	117	59	190	98	3	51	502	100	96	1	0	80	1	113	0	0	14	19	2	0	77	111	41	1	145	0	25	0	2
54	2	0	187	29	82	42	142	0	103	1	241	56	1	2	24	2	143	242	3	1	96	19	2	78	157	69	77	2	95	64	0	8
102	40	0	92	111	72	25	81	92	199	0	279	82	1	106	275	6	610	388	1	0	60	261	1	154	17	427	83	0	225	15	187	12
101	0	22	469	54	66	317	158	3	100	70	152	38	0	1	43	0	450	0	0	192	184	0	1	84	48	14	0	146	0	65	0	2
144	309	1	100	229	10	302	28	133	57	1	103	255	130	285	176	232	79	284	53	0	229	259	268	88	60	91	482	0	122	10	132	13
