#gene	sample1	sample2	sample3	sample4	sample5	sample6
BRD2	592	458	161	321	366	302
HLA-DOA	525	616	770	286	219	404
HLA-DPA1	5443	4322	7981	6064	4804	3235
HLA-DPB1	1404	819	2466	802	784	749
COL11A2	3260	2124	1259	718	473	964
RXRB	1417	1514	1042	1535	867	1047
SLC39A7	314	380	383	451	739	352
HSD17B8	870	710	771	464	595	611
RING1	5030	4184	3749	5289	2981	1740
VPS52	1659	900	1812	718	939	1483
RPS18	2179	2966	1844	994	2913	1789
B3GALT4	10661	14724	12184	8807	11858	8466
WDR46	1122	1220	1123	719	1154	940
PFDN6	1891	1343	1791	639	826	1235
RGL2	1938	2295	5972	2743	4761	4033
TAPBP	955	1319	1568	782	1217	2008
ZBTB22	2049	5240	1814	1949	1952	4319
DAXX	4255	3274	2451	3333	1493	2452
KIFC1	230	304	124	77	72	103
PHF1	1511	372	757	1066	755	1953
CUTA	2704	4549	1914	6415	3284	2667
SYNGAP1	1411	2165	2722	1162	1204	1811
ZBTB9	82	103	101	39	58	190
BAK1	3091	1394	2382	1396	2919	2059
ITPR3	1580	2287	694	1014	1179	873
UQCC2	2373	4769	2580	2083	549	2791
IP6K3	2015	1561	792	1367	595	278
LEMD2	2238	833	485	783	1264	482
MLN	2479	1732	1052	1393	2105	1480
GRM4	712	1025	751	1819	1301	527
HMGA1	814	422	540	625	382	339
C6orf1	6722	8563	4143	2573	5102	1801
NUDT3	349	713	872	521	635	181
RPS10-NUDT3	1103	1444	1092	963	823	519
RPS10	12643	12338	17998	7929	9974	6370
PACSIN1	643	542	684	398	457	496
SPDEF	4344	4437	7619	4029	3977	3040
C6orf106	756	1116	666	732	733	654
SNRPC	499	286	665	205	147	456
UHRF1BP1	3113	1419	2642	1316	2015	1772
TAF11	1675	1148	1407	779	1551	1006
ANKS1A	1104	2577	1318	652	1022	1650
TCP11	10976	3164	4103	6654	2219	4233
SCUBE3	1845	5527	6538	3466	1981	1739
ZNF76	1953	3060	1631	1860	1243	2564
DEF6	1206	603	659	665	364	943
PPARD	3774	3965	3760	2049	2577	4471
FANCE	2110	1690	1295	941	2266	1366
RPL10A	3442	1141	1995	1719	3029	2469
TEAD3	1067	1698	482	600	735	1048
TULP1	140	146	137	77	165	65
FKBP5	7087	6839	4368	2520	7724	5554
ARMC12	2833	6535	4913	5133	3662	3108
CLPSL2	38	29	48	5	19	21
CLPSL1	4353	3203	2854	1864	2856	3217
CLPS	6151	5384	9446	11451	5748	6385
LHFPL5	1496	1012	1553	1008	829	570
SRPK1	656	919	666	1531	1082	279
SLC26A8	1167	1019	1460	640	726	943
MAPK14	274	233	115	525	165	252
MAPK13	3587	1797	3515	2481	1008	2458
BRPF3	1215	1861	1107	1105	741	895
PNPLA1	2851	712	1658	1387	3110	3283
C6orf222	113	369	123	127	129	135
ETV7	4100	2919	2072	6072	4522	3591
PXT1	230	259	259	127	136	204
KCTD20	3154	2846	3202	3279	4082	1848
STK38	153	206	177	278	154	98
SRSF3	38	68	96	61	101	52
CDKN1A	3740	6308	10092	6921	5121	6729
RAB44	146	290	278	77	252	119
CPNE5	43	386	200	277	225	247
PPIL1	14622	9704	19736	5806	8378	20576
C6orf89	742	1269	1771	587	461	830
PI16	989	2725	2215	846	1081	3365
MTCH1	144	285	99	273	151	256
FGD2	4954	3229	4074	851	3118	1918
PIM1	1839	1995	3007	446	1283	858
TMEM217	2962	3282	3283	2732	2996	4662
TBC1D22B	6530	8582	7851	6553	4778	4294
RNF8	7311	14009	7673	6532	3183	4128
CMTR1	6933	13321	11805	6525	6606	3147
CCDC167	3731	9687	11220	5806	7067	3177
MDGA1	1819	1903	2806	1301	1464	669
ZFAND3	12776	10991	12380	4136	6197	4013
BTBD9	5518	5579	7355	2381	7787	5980
GLO1	1088	2316	982	2184	2415	2807
DNAH8	272	462	434	243	222	252
GLP1R	423	652	752	446	727	490
SAYSD1	5692	3044	3265	4622	3314	2118
KCNK5	5695	12669	8394	8162	4377	2647
KCNK17	6475	5995	7381	4675	5946	7252
KCNK16	7345	5198	4388	4864	2942	5392
KIF6	5355	7773	4024	8661	3137	4605
DAAM2	168	456	129	253	375	443
MOCS1	2115	2335	2375	1890	877	1126
LRFN2	664	1321	1043	538	617	519
UNC5CL	722	786	311	530	357	291
OARD1	84	21	53	56	41	22
TSPO2	6568	6558	4439	4265	11279	10115
APOBEC2	202	164	193	97	122	84
NFYA	1171	1012	366	925	517	604
TREML1	786	574	1495	691	1251	502
TREM2	1522	365	535	700	502	988
TREML2	1722	3584	2242	1952	790	1303
TREML4	4971	4487	3952	3232	2071	5025
TREM1	1374	2117	898	1104	555	1484
NCR2	3918	3475	5187	1953	5594	6559
FOXP4	4923	3849	3580	3236	2313	4792
MDFI	200	74	108	113	93	182
TFEB	480	658	428	599	247	1053
PGC	1903	1484	2313	3292	1777	1979
FRS3	901	203	734	812	951	539
PRICKLE4	663	1342	931	579	740	883
TOMM6	2261	1343	1124	450	1013	885
USP49	1751	1630	1573	1789	1784	1735
MED20	914	996	626	718	1397	911
BYSL	179	262	454	596	327	487
CCND3	1532	1768	3599	968	1851	2220
TAF8	1650	2793	2605	907	1874	2578
C6orf132	9860	6492	6293	13416	8411	6421
GUCA1A	2975	9377	6769	5714	6319	3648
RP1-139D8.6	84	99	195	71	118	112
GUCA1B	657	355	340	534	865	356
MRPS10	1542	8104	2948	5387	5264	2892
TRERF1	944	468	1010	793	673	339
UBR2	6279	15348	9327	2215	7112	2458
PRPH2	1257	3260	2027	1131	712	2251
TBCC	2748	1537	512	1083	423	696
GLTSCR1L	7698	7820	3630	1487	5442	4069
RPL7L1	358	351	186	174	282	143
C6orf226	1113	925	1923	2195	1331	1496
PTCRA	1299	1944	2638	687	1299	1310
CNPY3	566	1100	336	348	864	481
GNMT	7738	7265	11657	3706	4491	4932
PEX6	13722	9897	6617	9764	4521	5947
PPP2R5D	98	100	86	113	63	112
MEA1	1315	1396	2848	1342	1841	1068
KLHDC3	1941	1206	582	2202	1250	1198
RRP36	1610	2837	1911	2035	2555	2254
CUL7	650	588	410	244	273	437
KLC4	198	134	122	75	35	309
MRPL2	494	984	929	696	620	1287
PTK7	343	872	736	331	632	492
SRF	3525	2968	1938	1076	2812	1322
CUL9	9953	8203	6414	2919	9408	9172
DNPH1	2552	1546	5754	2121	1901	1901
TTBK1	3167	2726	2159	2615	2642	1058
SLC22A7	127	110	245	132	198	93
CRIP3	1207	671	957	1697	731	828
ZNF318	1704	3189	1408	642	2748	859
ABCC10	3437	4002	4021	3166	1842	1025
DLK2	62	175	187	166	131	67
TJAP1	1963	690	2339	1541	1175	769
LRRC73	1829	856	3609	1680	2498	1562
POLR1C	1040	591	1213	864	445	363
YIPF3	4740	6906	7817	3875	4312	6356
XPO5	1463	2407	2649	1045	2157	2210
POLH	638	732	1708	547	629	773
GTPBP2	314	464	529	407	358	317
MAD2L1BP	1331	1478	3072	2657	2104	2082
RSPH9	1406	895	825	1042	1176	1145
MRPS18A	509	227	773	329	454	458
VEGFA	446	517	1084	303	416	630
C6orf223	220	293	271	143	150	206
MRPL14	448	809	896	457	552	791
TMEM63B	2542	4142	3089	1511	1459	4900
CAPN11	2010	1396	647	1252	763	644
RP1-302G2.5	7890	2636	7974	3933	3310	2688
SLC29A1	11115	15086	8466	8493	4914	8198
HSP90AB1	5816	3649	3390	3030	3553	3052
SLC35B2	7516	3387	2643	3165	8345	6047
NFKBIE	9336	7460	4099	4785	6825	7580
TMEM151B	784	420	873	693	363	719
RP11-444E17.6	618	962	1373	412	377	479
TCTE1	1471	2159	1302	1421	932	1363
AARS2	691	767	1367	589	911	1161
SPATS1	2122	5084	5111	3225	2558	5121
CDC5L	3598	4882	5022	3417	1999	5281
SUPT3H	3225	5719	9040	9239	7911	5513
AL161905.1	4822	2170	3215	2781	4322	4622
RUNX2	11311	4941	4498	6266	3755	6323
CLIC5	3662	8077	10076	5346	2715	4586
ENPP4	5174	5683	4089	4479	5239	2100
ENPP5	2696	4991	2946	954	1384	1114
RCAN2	1929	2231	3887	1733	3049	2940
CYP39A1	2476	928	2543	1128	1192	989
SLC25A27	730	759	678	801	1066	825
TDRD6	4780	4284	5636	4520	3415	2047
PLA2G7	1350	1135	1810	1382	636	648
ANKRD66	2119	1445	798	2800	816	958
MEP1A	2601	2979	548	3880	1741	2610
ADGRF5	129	140	106	154	58	101
ADGRF1	510	504	840	648	396	601
TNFRSF21	4769	3047	4387	4666	1221	3476
CD2AP	4860	1851	5606	2874	5206	3859
ADGRF2	7889	10701	6493	3192	5301	11530
ADGRF4	1768	2139	2682	2023	1233	904
OPN5	3920	5556	9615	4110	2895	3326
PTCHD4	1965	1149	935	1227	457	1225
MUT	860	576	887	2163	1722	1100
CENPQ	4587	3983	2869	782	2443	1679
GLYATL3	271	233	463	475	295	310
C6orf141	1238	1596	783	563	651	805
RHAG	14879	9099	12954	7836	8179	10007
CRISP2	2533	2496	2351	2143	4034	1804
CRISP3	2828	2832	4986	4355	3120	1475
PGK2	610	2796	2351	1710	2247	1427
CRISP1	2720	2132	1798	1019	3527	2104
DEFB133	9251	6050	7740	7925	7343	6082
DEFB114	1686	2083	3151	1583	544	1642
DEFB113	2257	4150	1993	919	779	801
DEFB110	1913	3565	796	492	4958	1730
DEFB112	837	2169	3052	2729	1137	2721
RP11-397G17.1	1988	1150	2891	1133	1826	1984
TFAP2D	1645	2681	3682	748	3783	5433
TFAP2B	4176	5469	4615	2701	3896	2854
PKHD1	2094	3216	2204	1567	1609	4770
IL17A	1674	2189	4934	2167	2812	1540
IL17F	36	101	21	68	44	26
MCM3	4024	2270	2629	1475	1323	935
PAQR8	46	25	25	17	19	7
EFHC1	4308	702	1780	1534	3134	1988
TRAM2	4072	4137	3630	2011	3469	3063
TMEM14A	1641	1632	1029	928	1520	1914
GSTA2	3	6	0	2	1	9
GSTA1	1452	911	809	1639	642	1200
GSTA5	1468	866	2104	2457	1077	2221
GSTA3	1613	1097	2735	1275	1301	1226
GSTA4	51	177	51	75	35	154
ICK	953	1446	738	444	1155	971
FBXO9	2548	2826	2089	1649	1689	1473
GCM1	1779	3246	2225	1379	1364	1690
ELOVL5	1644	3454	2415	3678	2104	1586
GCLC	3083	2264	4934	2933	3449	3218
KLHL31	5014	3190	3328	1534	2504	1429
LRRC1	20876	7915	9218	10196	6581	8332
MLIP	12787	16016	7217	4935	7384	4129
TINAG	3428	4846	2428	3749	5571	4508
FAM83B	2082	3753	2147	2608	2273	1761
HCRTR2	4470	3961	1827	1043	2929	850
GFRAL	20171	21328	19238	12238	9550	17742
HMGCLL1	13502	12027	9024	5069	5264	6467
BMP5	8966	5011	7851	8048	4710	3378
COL21A1	13342	6521	8648	5717	11467	8091
DST	1940	1590	747	1303	564	1282
BEND6	2315	5529	5344	2665	2169	1561
KIAA1586	4779	726	2578	1264	2883	1090
ZNF451	2545	12177	7264	5549	2508	5388
BAG2	2344	2042	1498	733	1611	2536
RAB23	1850	1483	2491	1823	1310	3457
PRIM2	72	166	96	37	39	99
AL356135.1	1576	1829	2117	2629	1198	622
KHDRBS2	18278	6091	9449	3844	10170	4893
FKBP1C	4356	4965	3121	983	2525	6195
LGSN	1040	731	667	355	629	785
PTP4A1	2089	882	830	530	539	1052
PHF3	8049	5147	6827	1124	4479	2227
EYS	34	214	90	88	122	156
ADGRB3	156	193	167	308	104	221
LMBRD1	6228	4386	4167	1800	4877	8269
COL19A1	686	720	1211	653	657	532
COL9A1	1114	1201	1586	1522	871	1378
FAM135A	20	18	22	7	48	16
SDHAF4	3445	3491	2349	1019	386	3758
SMAP1	2417	1847	345	650	1899	2157
B3GAT2	8774	9853	5415	2772	10997	5444
OGFRL1	439	354	507	260	163	367
RIMS1	572	1426	439	277	932	246
KCNQ5	716	1780	748	1049	1107	930
RP11-257K9.8	778	1040	1202	751	973	1066
KHDC1L	950	834	648	510	386	413
KHDC1	8765	4748	10639	12183	4118	12323
DPPA5	1950	2804	5279	2879	2644	1626
KHDC3L	541	950	955	998	1102	1100
OOEP	3401	2839	3319	2496	1669	1878
DDX43	340	413	386	729	544	512
MB21D1	9902	8537	3713	17116	12509	6499
MTO1	5175	5166	9482	3366	7865	3316
EEF1A1	4371	3039	4640	2239	1349	2777
SLC17A5	7187	8114	15581	5400	5387	8500
CD109	1736	2754	1240	1333	924	799
COL12A1	2197	4969	6634	5405	3092	3790
COX7A2	1199	872	321	1306	612	1442
TMEM30A	1304	751	1057	1423	1149	657
FILIP1	1410	955	1496	474	858	545
SENP6	2820	2813	2441	1396	1524	2123
MYO6	2727	3192	5177	1947	3113	2810
IMPG1	6782	2751	1582	4078	1595	3598
HTR1B	208	418	702	204	514	357
MEI4	2564	6967	3242	2573	1702	1897
IRAK1BP1	190	449	250	357	174	174
PHIP	354	1190	944	981	579	1056
HMGN3	5192	3153	7649	3345	3204	5165
LCA5	4223	4663	4149	3624	1681	5654
SH3BGRL2	2631	2650	1614	1754	2460	2516
ELOVL4	7020	9782	9423	11581	9167	10635
AL133475.1	2328	3745	502	1729	2625	2163
TTK	672	1809	2089	996	1546	1804
BCKDHB	1001	1040	1608	1357	778	942
FAM46A	1685	3411	2971	3129	3409	3693
IBTK	120	181	235	493	175	129
TPBG	8890	8979	19642	15404	4606	8381
UBE3D	1544	992	1661	1461	995	1484
DOPEY1	195	219	143	201	79	95
AL139333.1	1877	2024	1835	1306	1595	1057
PGM3	2510	2850	1705	1397	1359	1680
RWDD2A	3414	2699	650	898	950	1466
ME1	2742	2114	3711	925	1471	1217
PRSS35	5665	4632	3851	4509	2698	5972
SNAP91	4866	2424	1444	1793	1599	2513
RIPPLY2	317	370	400	439	81	362
CYB5R4	853	280	496	376	356	277
MRAP2	5121	6427	5046	6276	9124	4395
CEP162	1113	2333	882	534	629	999
TBX18	512	759	619	617	548	753
NT5E	359	336	537	326	812	924
SNX14	6154	9235	10895	4864	3008	5855
RP11-321N4.5	1773	2062	2342	1384	1523	1266
SYNCRIP	2390	2014	3252	1021	1182	3087
HTR1E	3908	3517	1437	3541	1551	3604
CGA	8432	7905	4521	4010	2581	2403
ZNF292	8266	4167	11697	4870	10671	8667
GJB7	6636	5232	3331	1388	2104	4437
SMIM8	1167	2694	1447	1038	5260	2453
C6orf163	1033	460	669	990	770	374
CFAP206	5574	3435	2522	4449	3072	2841
RP3-382I10.7	5594	7463	6049	5557	4904	1684
SLC35A1	4906	2218	3068	1596	3121	3032
RARS2	541	424	822	295	150	283
ORC3	3062	3128	3452	1427	1189	2418
AKIRIN2	1240	2439	2271	2961	1483	1498
SPACA1	1585	1602	2132	1602	1950	2149
CNR1	399	699	610	217	661	335
RNGTT	955	662	698	500	426	554
PNRC1	2691	3629	2860	4572	4177	3503
SRSF12	671	584	775	583	968	957
PM20D2	1633	659	1227	861	1323	615
GABRR1	179	321	499	478	121	378
GABRR2	296	1877	1693	1357	1126	662
UBE2J1	1122	544	938	416	675	293
RRAGD	4732	3448	8065	4170	6448	2378
ANKRD6	675	519	558	359	607	433
LYRM2	2106	2956	6532	2715	1361	2354
MDN1	1576	2377	2571	552	1809	1778
CASP8AP2	13655	14601	9576	17188	15064	13545
GJA10	4285	9222	4000	6632	2466	7026
BACH2	7310	8921	4625	2905	3846	1737
MAP3K7	4298	3903	5260	3048	1784	2537
EPHA7	1992	2734	3773	828	3475	3510
MANEA	11840	10701	7314	10736	13112	8868
FUT9	6877	6311	5807	4451	4261	3063
UFL1	1674	2597	1018	1134	825	1092
FHL5	266	944	352	215	165	429
GPR63	1311	1214	678	420	765	492
NDUFAF4	574	652	546	533	730	414
KLHL32	623	1190	2831	886	1483	721
MMS22L	4006	5563	2678	969	3859	6547
POU3F2	16422	8511	8924	8459	6750	13715
FBXL4	1067	1587	1148	1038	1498	1132
FAXC	339	454	828	211	949	704
COQ3	637	914	957	242	772	444
PNISR	65	92	120	92	144	171
USP45	1947	2190	3359	2230	1788	3766
TSTD3	13879	9311	4946	8728	8254	11898
CCNC	407	3269	1918	1421	739	1232
PRDM13	13394	2464	13526	5525	4619	7140
MCHR2	3869	1240	4235	3078	2057	2066
SIM1	1891	917	5966	1992	3579	2214
ASCC3	325	328	380	207	158	353
GRIK2	824	740	1215	1178	587	1118
HACE1	5470	8354	4663	5123	3885	3772
LIN28B	1773	2896	2798	2306	1158	1279
BVES	736	726	742	455	765	659
POPDC3	5097	5024	5915	3894	1984	3449
PREP	3492	5503	2729	5060	3200	6228
ATG5	628	120	327	350	192	425
PRDM1	1044	798	533	553	441	523
AL022067.1	3343	1449	10593	3174	5589	2752
AIM1	2377	4163	3879	1993	2179	1656
RTN4IP1	1141	2364	2604	1747	1763	1224
QRSL1	6389	4163	4989	5659	6138	3410
CD24	1945	2683	2543	1619	2210	1229
C6orf203	1262	938	760	483	731	584
BEND3	5212	2015	7090	1625	1286	5953
PDSS2	12243	4132	4811	2661	4163	2721
SOBP	4713	10835	15333	4307	4874	4126
SCML4	500	701	949	506	330	540
SEC63	6016	1267	6940	4245	2076	5835
OSTM1	22	40	30	19	16	40
NR2E1	3918	3757	1867	2528	3515	2347
SNX3	50	44	37	11	40	23
LACE1	1411	1816	2333	1344	1136	2616
FOXO3	365	194	224	136	149	126
ARMC2	2354	1768	1799	843	1478	989
SESN1	2527	5073	3110	1104	3241	1780
CEP57L1	34	25	29	25	28	15
CD164	4687	1320	2238	4962	2944	1488
PPIL6	1410	924	1499	768	911	1283
SMPD2	686	745	761	345	569	938
MICAL1	11357	22129	9432	10382	18689	10261
ZBTB24	5312	8404	5280	8142	4717	2003
AK9	2123	1387	647	1620	992	1168
FIG4	1104	1840	1979	1507	1137	1029
GPR6	124	154	102	120	98	181
WASF1	3077	942	1643	880	1185	871
CDC40	599	1108	361	538	316	565
METTL24	1655	2460	1804	1633	963	196
DDO	9819	12422	2289	7966	2499	7037
SLC22A16	1741	3282	1359	2328	3738	3248
CDK19	1256	1441	1642	1285	1063	1545
AMD1	353	353	509	399	103	292
GTF3C6	691	689	715	1094	547	536
RPF2	239	600	279	457	175	223
SLC16A10	7855	3949	2438	7716	4146	6269
MFSD4B	61	138	180	176	54	85
REV3L	474	508	534	728	920	748
TRAF3IP2	4280	1917	2774	2263	1871	3327
FYN	8097	26909	24807	17601	15217	13500
WISP3	1477	5382	2117	2071	1254	1096
TUBE1	1094	1560	1024	1358	1524	1419
FAM229B	3149	2531	4103	752	1480	2348
LAMA4	1737	2229	1464	685	2166	964
RP11-506B6.7	135	151	95	166	109	116
RFPL4B	2072	6333	3177	5067	3488	9119
MARCKS	78	93	128	123	48	103
HDAC2	1330	1884	2014	326	401	1296
HS3ST5	4376	7618	4399	3809	4331	5823
FRK	190	390	308	214	135	215
NT5DC1	6499	9361	10169	4977	6739	5831
COL10A1	6614	2976	8973	3312	2710	5123
TSPYL4	6926	3330	4107	3053	1562	1821
DSE	14221	8629	2388	9836	5828	7874
TSPYL1	5653	4174	1794	5698	5708	2568
FAM26F	2383	6279	5025	4791	4617	2804
TRAPPC3L	1646	709	1555	1164	461	1003
FAM26E	2484	2423	4129	1929	1795	2197
FAM26D	908	752	861	798	740	866
RWDD1	5763	2577	2948	5379	3586	1174
RSPH4A	2463	3203	7980	2675	3618	4365
ZUFSP	2108	2950	1868	1451	1721	3791
KPNA5	47	71	91	47	50	50
FAM162B	502	506	970	789	430	785
GPRC6A	4825	1654	4234	2332	704	5039
RFX6	1412	642	1195	2159	846	1068
VGLL2	3440	2897	2648	4356	3102	1688
ROS1	143	85	134	100	83	116
RP1-179P9.3	5387	2598	6411	8081	1718	4209
DCBLD1	121	238	136	167	51	34
GOPC	926	512	1117	560	607	652
NUS1	4207	1251	2766	2500	1684	1109
SLC35F1	1057	1414	810	1572	312	718
CEP85L	1490	3227	3392	2864	4450	2672
PLN	1822	2291	1640	1186	1763	863
MCM9	366	318	537	476	394	483
ASF1A	5304	6292	3899	9177	3577	9361
FAM184A	5556	4782	8322	3005	2274	6258
MAN1A1	74	37	49	66	80	45
TBC1D32	3008	3351	8337	4036	4113	3303
GJA1	616	414	973	782	281	402
HSF2	1090	671	591	709	888	405
SERINC1	763	1089	595	589	684	891
PKIB	1970	1715	1915	998	945	591
FABP7	3180	4011	3638	2585	1400	960
SMPDL3A	660	1623	508	1204	816	807
CLVS2	167	82	224	252	235	139
TRDN	442	379	325	513	470	458
NKAIN2	4801	3973	5561	1838	2424	3313
RNF217	3394	4291	6790	4299	4465	4073
TPD52L1	4018	2805	1612	1350	891	2396
HDDC2	660	629	397	983	910	688
HEY2	2515	3477	5557	3070	3555	5434
NCOA7	6549	9781	6288	10978	6550	3445
HINT3	458	357	136	166	293	204
TRMT11	4895	2409	2530	2409	3865	3045
CENPW	4124	1902	667	1223	2041	1410
RSPO3	1380	3456	3444	2525	2197	1894
RNF146	236	312	589	369	532	412
ECHDC1	62	74	78	73	28	69
RP3-403A15.5	3004	2569	2944	2039	1576	2508
KIAA0408	617	401	1117	314	283	317
SOGA3	7945	3901	4555	3991	3987	3218
C6orf58	1801	2042	1222	1062	1554	1555
THEMIS	496	403	833	130	276	233
PTPRK	13506	7047	4127	3320	3961	5185
LAMA2	551	273	779	608	1182	725
ARHGAP18	1082	646	449	212	542	587
TMEM244	1166	816	3045	1751	2130	2326
L3MBTL3	8817	12982	7068	3603	6216	5744
SAMD3	1178	479	2452	1128	689	1276
TMEM200A	166	531	468	199	291	539
SMLR1	2956	7261	4608	4313	3378	832
EPB41L2	2941	2270	3433	440	1615	862
AKAP7	2702	6145	5739	5603	2007	4215
ARG1	1885	2583	1436	1467	2169	3715
MED23	745	2242	847	1226	1356	975
ENPP3	1741	2623	2063	702	2187	1361
OR2A4	4863	2144	4043	3404	3039	2851
CTAGE9	2223	2982	1199	2652	1449	2635
ENPP1	1713	886	316	905	558	592
CTGF	1489	1285	1301	867	1187	1040
MOXD1	7729	1608	5554	4594	4911	2703
STX7	3398	3777	2262	1974	1165	2333
TAAR9	2249	5038	2153	736	556	2284
TAAR8	1690	1405	662	432	540	688
TAAR6	264	197	107	97	186	110
TAAR5	3972	2624	3577	2225	1615	2043
TAAR2	10159	8012	9140	6262	7988	9156
TAAR1	166	159	255	211	197	227
VNN1	118	304	384	268	203	149
VNN3	1836	4378	2289	1478	2286	1268
VNN2	1185	2039	1338	1440	1368	1195
SLC18B1	4589	2931	2140	3278	4304	3136
RPS12	11174	7997	6300	2449	11232	13714
EYA4	275	428	312	664	500	347
TCF21	1771	1254	1533	1759	1079	1090
TBPL1	295	217	215	163	187	437
SLC2A12	839	353	322	135	401	344
SGK1	1635	1713	2380	2551	586	1409
ALDH8A1	8991	5711	6823	2927	12786	2773
HBS1L	1962	3201	1022	2078	3806	1060
MYB	639	982	1596	1461	1721	548
AHI1	1543	2074	1024	1519	2140	1189
PDE7B	24263	13430	21566	17312	13039	14047
MTFR2	6179	14717	7825	4907	6568	11214
BCLAF1	214	256	752	361	252	176
MAP7	475	1266	1327	639	458	448
MAP3K5	1002	1010	644	1937	1081	783
PEX7	849	1343	1172	1012	481	530
SLC35D3	656	825	912	791	543	350
IL20RA	2762	1386	1702	1044	1142	1652
IL22RA2	133	209	194	133	196	193
IFNGR1	2969	2364	2091	2842	1177	3007
OLIG3	4664	2199	2876	1319	1972	3430
TNFAIP3	122	184	129	68	73	201
PERP	3275	3231	3091	1183	2076	2395
ARFGEF3	1891	2034	4116	2849	787	2159
PBOV1	2254	370	1481	1654	605	910
RP3-422G23.4	2460	731	2701	1094	894	802
HEBP2	60	63	198	69	85	64
NHSL1	1163	3434	1543	902	2861	2457
GVQW2	22132	10747	18024	7335	13869	11255
CCDC28A	361	553	810	553	858	578
ECT2L	8775	7879	5607	7029	7315	2474
REPS1	1225	4424	2726	1943	3181	1749
ABRACL	538	187	181	414	158	221
HECA	3643	2309	5076	4334	3028	4052
TXLNB	2018	1144	1217	1733	958	992
CITED2	1040	1221	1601	3144	1167	1812
NMBR	2689	3170	972	1624	242	1657
GJE1	489	662	753	536	444	690
VTA1	6313	6139	10083	5423	7624	6012
ADGRG6	472	404	1039	383	292	236
HIVEP2	6475	2637	4462	2923	2429	4524
AIG1	4401	2293	2820	2012	3595	1498
ADAT2	5291	2059	1388	1300	3456	2134
PEX3	4439	5311	2025	1889	1408	3597
FUCA2	3080	3415	927	1974	2131	2082
PHACTR2	1642	788	746	1249	1119	708
RP3-468K18.5	288	496	260	94	175	274
LTV1	5478	8080	8424	2093	4071	3105
RP3-468K18.7	603	953	1233	731	393	813
ZC2HC1B	2009	7297	3819	2439	2104	1611
PLAGL1	666	368	299	236	414	110
SF3B5	1251	732	670	1180	1084	1097
STX11	1018	459	788	439	443	449
UTRN	1981	1202	3728	2904	1095	850
EPM2A	1411	1853	1799	1033	979	1126
AL023806.1	247	179	367	284	213	395
FBXO30	49	27	55	24	58	50
SHPRH	5234	2339	6304	7070	5937	4133
GRM1	59	51	72	66	47	36
RAB32	1517	3288	2860	1782	1698	4116
ADGB	167	221	219	133	128	139
STXBP5	3096	2734	1992	5322	4967	3823
SAMD5	2487	1593	1262	842	2073	1033
SASH1	1620	1233	1518	722	1093	1060
UST	9250	2666	1708	2528	2826	3526
TAB2	3679	5708	7316	2522	2022	3926
SUMO4	2259	1851	2524	885	1280	1516
ZC3H12D	3923	1122	3318	1659	5677	2899
PPIL4	1037	1313	1979	878	639	1233
GINM1	2504	3196	4118	1493	3757	1363
KATNA1	7732	5522	2915	3194	9480	5344
LATS1	660	682	653	643	303	274
AL358852.1	431	268	377	269	143	191
NUP43	3045	2484	1047	1087	2796	1089
PCMT1	1958	4457	3751	3860	1900	4592
LRP11	3070	1107	2410	1048	1104	2467
RAET1E	3024	5603	5448	4537	2591	6331
RAET1G	823	1518	498	445	1125	922
ULBP2	260	193	166	150	259	225
ULBP1	105	66	148	137	101	87
RAET1L	4128	5606	2746	5708	3237	3849
ULBP3	1648	725	1563	645	1238	1056
PPP1R14C	4358	4762	1842	2655	3805	1776
IYD	5665	6109	6324	2377	4329	4640
PLEKHG1	6722	10832	4135	3294	2833	8034
MTHFD1L	8226	5941	4916	7104	3942	6877
AKAP12	1183	1078	1270	714	842	1353
ZBTB2	1724	1714	2355	1475	2048	2848
RMND1	1591	845	1193	730	1946	1461
ARMT1	5195	2977	1379	1418	2654	1455
CCDC170	2781	1890	1397	1861	1121	3036
ESR1	271	270	343	118	293	210
SYNE1	2520	3542	4464	2790	3315	2684
MYCT1	1959	2307	1927	1808	571	625
VIP	2232	1911	1766	1272	1901	1152
FBXO5	2957	2797	3154	1681	1448	1219
MTRF1L	1603	4067	4568	2651	2620	3272
RGS17	6914	5584	11242	5529	3370	5291
OPRM1	180	200	289	131	91	120
IPCEF1	10979	8187	15684	8053	15957	6700
CNKSR3	90	97	90	49	54	108
SCAF8	3088	3461	5037	1369	2757	1502
TIAM2	11853	20040	23937	9641	24913	15226
TFB1M	937	923	790	706	516	793
CLDN20	6227	11113	10600	6296	5941	8639
NOX3	3750	1069	1552	2004	1002	837
ARID1B	5673	7958	13765	9856	9137	5369
TMEM242	642	2097	2054	1509	2450	1709
ZDHHC14	1669	1592	1780	1055	985	851
SNX9	1953	3222	2990	1120	3438	2278
SYNJ2	7164	13370	6944	9057	10655	13192
SERAC1	524	493	634	306	624	277
GTF2H5	761	549	529	337	322	273
TULP4	2080	2291	2317	1262	1213	1237
TMEM181	138	148	258	217	156	165
DYNLT1	2175	2349	3158	1909	1872	2820
SYTL3	78	115	124	96	56	131
EZR	305	493	266	170	200	199
RSPH3	2063	2705	1636	1247	1354	1625
TAGAP	356	708	596	701	544	820
FNDC1	3577	8464	3444	4640	3461	2793
SOD2	441	286	222	195	239	167
WTAP	2519	2644	1911	1071	2586	1092
ACAT2	1552	1423	1215	1275	1678	1502
TCP1	2816	932	1462	573	1113	1161
